1,long quantity (매수),short quantity (매도)
1000,,
2000,,
3000,,
4000,,
5000,,
6000,,
7000,,
7100,,
8000,,
9000,,
9999,,
,,
2,"투자자 코드 9999는, spec에 나와 있지 않은 투자자 type입니다.",
,9999가 의미 하는 것이 무엇입니까?,
Answer:,,
